Comment,Sentiment
எனக்கு குளம்பி மகிழுந்து தெரியும் முளரிப்பூ என்பது கருத்துப் பதிவுகளை பார்த்து தெரிந்து கொண்டேன் நன்றி,1
தோழர் இது போல் நல்ல பலன் கிடைக்கும் நிகழ்ச்சியை ஒளிபரப்பவும் மிக்க நன்றி தோழரே,1
நல்ல கேள்விகள் எனக்கே தெரியவில்லை நண்பா,0
அது உடாய்க்குது அல்ல விடாய்க்குது  தண்ணீர் விடாய்க்கிது என்பதே சரி,-1
இலங்கை தமிழ் உச்சரிப்பு மேலும் தமிழுக்கு இனிமையை அளிக்கிறது,1
எந்த ஊரு கண்ணு எங்க பேத்தியும் வள்ளி கும்மி கத்துக்கறா கண்ணு வயசு ஊர் பேரு சொல்லு கண்ணு பேச்சு சூப்பரு,-1
அருமை அம்மிணி,0
அக்கட்ட முடுக்குங்கோ அதய,0
உண்மை தானுங்க சகோதரி நான் எந்த ஊருக்குப் போனாலும் ஈசியா கண்டுபிடிச்சிருவாங்க,-1
நம்மளோட வட்டார மொழில பேசும்போது அவ்ளோ சந்தோஷம் கிடைக்கும்,0
பொழுத்தோட நல்ல ஒரு டீ சாப்பிட்டா ரொம்ப சந்தோஷமா இருக்கும்,1
ஏனுங்க அம்னி அதுக்குள்ளே சாப்பாடு முடிச்சுட்டீங்க,-1
அட வடக்கோட்டுல இருக்கும் பாரு,0
சாமி தங்கச்சி இப்பதான் உம்முட சேனல் நம்பட கண்ணுல பட்டுச்சுங்கபாத்தவுடனே அம்புட்டு சந்தோசமாகிபோச்சு,-1
எங்கூரு பேச்சு பேசுனாலே அழகுதானாக்கும்,1
ஏனுங்க அம்முனி ஊட்டுல எல்லாஞ் சௌவ்வுக்கியமா,-1
பொழுதோட நேரம வந்துருங்க டவுன் கு போகணும்,-1
உப்புசமா இருக்கு,0
ஏம்ப்பா நீங்க சாப்பிட்டுஅவங்களுக்கு சாப்பாடு போட்டு சந்தோசமா இருக்கு,-1
கோலம் அருமை அக்கா,0
தமிழ்நாட்டில் தமிழ் மொழி இனி வளர்ந்து விடும்,1
நம்ம ஊரு பேச்சே தனி தான் திருநெல்வேலியாள,1
கவனித்தீர்களா கொங்கு பேசும்போது நெல்லை பெண்னும் சிரித்த முகம் பெறுகிறார்,1
இவ்வளவு நாளா நாங்களும் சகோதர்களாக தான் நினைத்தோம் ஆனால் ஒரு அமைச்சரே வந்து முருகன் மலைய சிக்கந்தர் மலைன்னு சொல்லுவார் அதையும் கேட்டுட்டு அப்படியே போயிடணும் அப்படிதானே,-1
